2.449705,bd
3.041814,hh
3.668753,sd
4.272472,hh
4.876190,bd
5.503129,hh
6.118458,sd
6.733787,hh
7.337506,bd
7.964444,hh
8.556553,sd
9.171882,hh
9.775601,bd
10.402540,hh
11.017868,sd
11.609977,hh
12.213696,bd
12.840635,hh
13.455964,sd
14.071293,hh
14.675011,bd
15.301950,hh
15.917279,sd
16.532608,hh
17.136327,bd
17.751655,hh
18.355374,sd
18.959093,hh
19.574422,bd
20.189751,hh
20.805079,sd
21.420408,hh
22.035737,bd
22.662676,hh
23.266395,sd
23.870113,hh
24.473832,bd
25.100771,hh
25.704490,sd
26.331429,hh
26.935147,bd
27.550476,hh
28.165805,sd
28.769524,hh
29.384853,bd
30.000181,hh
30.615510,sd
31.230839,hh
31.834558,bd
32.438277,hh
33.053605,sd
33.657324,hh
34.272653,bd
34.887982,hh
35.503311,sd
36.118639,hh
36.722358,bd
37.337687,hh
37.953016,sd
38.568345,hh
39.172063,bd
39.787392,hh
40.402721,sd
41.006440,hh
41.610159,bd
42.225488,hh
42.852426,sd
43.467755,hh
44.071474,bd
44.686803,hh
45.302132,sd
45.929070,hh
46.544399,bd
47.148118,hh
47.751837,sd
48.367166,hh
48.970884,bd
49.586213,hh
50.201542,sd
50.816871,hh
51.420590,bd
52.024308,hh
52.651247,sd
53.266576,hh
53.870295,bd
54.485624,hh
55.100952,sd
55.704671,hh
56.320000,bd
56.923719,hh
57.562268,sd
58.154376,hh
58.769705,bd
59.396644,hh
60.000363,sd
60.615692,hh
61.207800,bd
61.823129,hh
62.438458,sd
63.053787,hh
63.657506,bd
64.261224,hh
64.888163,sd
65.515102,hh
66.142041,bd
66.745760,hh
67.349478,sd
67.953197,hh
68.580136,bd
69.183855,hh
69.799184,sd
70.402902,hh
71.018231,bd
71.633560,hh
72.248889,sd
72.864218,hh
73.467937,bd
74.071655,hh
74.698594,sd
75.302313,hh
75.917642,bd
76.532971,hh
77.148299,sd
77.740408,hh
78.332517,bd
78.971066,hh
79.574785,sd
80.190113,hh
